8.29040	-20.28733	-3.68597	-5.47611	-2.72771	3.18009	-3.96931	-2.94503	7.59854	7.06277	-1.59033	-4.78767
7.62221	-25.46119	-6.68523	-8.93853	-4.32594	5.97627	2.77148	-1.01668	2.53816	6.10679	0.12754	-3.68458
-0.96433	-20.58892	-6.26548	-4.19393	-3.10190	-1.33066	-2.57294	2.18003	7.21181	7.23745	-1.10658	-7.52356
3.09867	-21.34502	-6.28421	-7.82458	-4.18455	4.50257	1.95075	0.63374	2.63131	4.52939	1.29029	-4.11889
8.44525	-19.96561	-2.15165	-4.98386	-5.10153	1.69571	-0.78939	-1.24902	4.16593	6.86658	-1.16989	-5.64060
9.32495	-22.16881	-1.93037	-5.00674	-4.94795	1.10211	-0.81013	1.16880	4.06694	4.81787	0.31519	-4.34891
7.21459	-23.32658	-4.23058	-9.07223	-7.45614	6.66465	3.56468	-1.14837	2.82780	4.58477	-1.31102	-2.92102
2.79661	-19.70475	-3.03457	-4.43172	-6.35780	1.41118	-0.28719	0.28584	7.47184	5.74778	-3.47738	-6.08826
7.01602	-20.91909	-3.06618	-7.86002	-8.53829	4.13454	2.55442	1.43559	5.27531	1.97243	-1.59706	-1.98042
7.01182	-18.34042	-0.98826	-4.83128	-11.26617	2.37330	2.66310	-1.22766	7.83352	5.74780	-5.84088	-4.52923
6.93425	-20.82040	-0.19657	-5.51765	-14.48650	2.79091	6.34445	1.54432	4.88163	2.55533	-2.60866	-2.20914
6.90889	-19.93853	1.65805	-5.95049	-15.99402	2.67193	7.37464	1.56213	5.00332	1.64565	-3.46543	-0.72667
8.25189	-17.08701	2.66018	-4.38453	-14.74830	0.83301	3.73681	-0.10012	7.61589	3.91185	-5.98380	-3.45721
5.51909	-19.61137	-0.77861	-6.02667	-11.49175	2.27780	4.90893	1.85602	5.81023	0.53703	-3.21826	-0.46512
2.80760	-19.86817	-2.95640	-5.28349	-11.02021	1.37568	2.45157	1.33640	9.57068	4.00552	-6.55338	-3.38725
6.00444	-22.62960	-2.90403	-8.16732	-12.37252	5.69668	6.18142	-0.27453	6.39157	1.79452	-4.94124	-0.47695
8.96812	-21.13277	0.39488	-4.09090	-10.00285	-0.72469	3.00031	2.43209	6.06972	2.12923	-3.11511	-1.57586
9.23139	-18.91983	2.79798	-4.17151	-10.88478	0.16080	2.63603	-0.78772	5.27786	3.52269	-3.66334	-1.57623
0.04471	-20.99317	-2.53531	-5.82417	-9.36145	1.65289	4.02149	2.23893	3.69541	1.38966	-0.32945	-0.93833
-0.03633	-20.09577	-1.04334	-2.86352	-5.93076	-0.67188	-0.89219	2.10778	7.63413	2.84800	-3.60965	-3.29258
1.44734	-24.83700	-1.51894	-5.85137	-5.10923	3.13623	1.14636	2.27023	6.14691	1.00500	-1.86799	-0.03531
1.91847	-24.68704	1.06896	-6.70578	-4.59279	3.35014	-2.03521	2.02563	8.61799	1.87994	-2.86577	-1.57514
-2.06883	-45.12068	5.90634	-9.71910	0.00824	6.54674	-3.32114	0.67604	-0.09970	2.33492	3.68523	-6.25764
-8.31746	-42.23990	0.89725	-8.52077	-6.76878	3.22049	-4.34796	-0.58849	4.32677	8.76539	2.92631	-9.56881
3.87396	-40.48882	2.02464	-15.15552	-5.12425	8.61271	0.26574	-1.50242	-0.90612	10.32944	6.73961	-8.79302
-9.34159	-30.04773	-0.15949	-2.77465	-3.68313	7.36998	-1.58422	-13.64457	0.01157	16.98048	4.05602	-10.50701
-13.04230	-27.01481	-1.36476	-7.59715	-5.42393	12.15251	-1.14367	-13.21642	3.08516	15.34862	2.86155	-11.21814
-3.30021	-38.00931	-2.11146	-10.76847	-4.26079	16.08280	6.46693	-8.41334	-3.51312	11.15526	3.74493	-12.31371
-18.63863	-25.97107	-4.45774	-7.47777	-5.83590	4.89132	-3.57698	-9.92574	5.25761	19.36619	3.09700	-15.26489
3.01541	-36.74400	-0.44017	-12.57245	-5.81686	17.94319	6.07680	-10.77485	-1.24260	9.26434	4.22723	-10.74476
-4.00094	-23.24914	-2.53052	-7.35275	-6.12817	8.64818	-2.16743	-12.27094	4.17076	16.63869	1.22162	-12.61059
0.43044	-22.02578	-2.31541	-9.80479	-5.70948	9.96782	-1.34229	-11.09533	2.36351	13.10504	3.45672	-10.41160
3.79361	-32.72199	-6.83642	-8.38058	-4.24589	10.89517	2.49536	-6.48092	1.56619	9.16240	2.14290	-9.46237
-6.87976	-23.41547	-5.52066	-2.76423	-4.10871	2.69290	-3.93717	-7.76400	6.31216	15.07855	1.46765	-11.28403
5.13245	-37.74818	-9.52059	-9.72811	-2.45515	12.45859	4.31194	-4.92001	2.83957	7.43312	1.52712	-6.06804
-1.67342	-24.56144	-7.07126	-1.25731	-2.76036	2.70829	-4.11831	-7.48920	6.96948	13.68309	-0.57040	-9.35002
6.52587	-27.81760	-9.19901	-6.46799	0.52559	7.98815	-2.11437	-5.04628	3.14668	7.67409	1.09743	-6.18357
-7.17271	-34.58867	-2.45312	1.22971	-0.03931	-3.51999	0.51923	0.39810	-1.58687	3.89001	-1.05305	0.67002
-2.12774	-47.92901	-9.23853	-7.39904	1.59516	0.18782	3.59774	0.01322	-3.13325	-0.69872	-1.97195	9.00616
-12.93091	-41.41147	-15.74355	-7.54381	0.41198	1.59463	3.56326	0.95909	-2.67572	-5.12106	1.83594	10.79203
-0.27298	-42.73743	-9.62186	-4.41106	1.67976	-0.05940	6.24866	-1.54446	-3.66668	-5.61711	-1.10730	8.73567
-4.17182	-38.30666	-14.95399	-3.54185	2.64944	1.52053	2.09413	0.34453	-0.81025	-10.40607	-1.19768	8.77491
5.08541	-34.65280	-3.60089	-2.53074	0.69591	-0.35931	2.03175	0.87479	0.01134	-6.94648	-0.09410	10.07280
0.61978	-33.66762	-8.88657	1.95330	1.25900	-1.04571	0.56798	0.34962	0.61928	-5.76814	-0.78389	7.06690
-5.10040	-37.64568	-10.16851	-3.45506	2.45781	3.33302	4.99998	2.89155	-3.80364	-5.80918	0.19036	8.68355
2.86340	-35.67402	-7.82315	-2.04674	1.86102	-0.37666	5.58415	1.88709	-3.41626	-5.86707	-2.70955	7.05565
-0.11267	-37.19278	-7.35249	-4.39008	3.70030	3.03027	4.73677	3.46894	-2.11651	-6.71468	-5.16881	8.49830
4.22556	-31.81078	-5.25661	-2.41421	2.24960	-1.13751	2.81829	2.08010	-1.39711	-4.70890	-4.26989	7.51436
-3.48617	-26.44813	-6.83101	-0.75607	0.37490	-1.58149	3.35812	1.65451	-3.99135	-4.38719	-0.32189	8.36636
0.92883	-35.82562	-8.00874	-4.57402	3.00037	0.10284	6.51737	2.28878	-2.63200	-4.41822	-2.96021	10.16099
-2.94342	-32.62410	-8.27222	-1.26245	0.30635	1.38279	5.95629	3.86205	-0.44277	-5.13661	-5.05894	5.37179
-1.03496	-33.05237	-4.33797	-3.81430	-0.26301	3.76097	8.06110	4.77143	-2.93306	-6.78720	-6.28362	6.11446
-8.54998	-37.57319	-4.34585	-3.52925	2.76190	0.07869	4.44752	1.28721	-1.38034	2.27192	-6.64189	2.59027
-7.34799	-41.00490	-1.75735	-2.18361	3.66271	1.12630	0.87976	-4.22884	-6.54153	5.59851	0.28257	0.13101
-7.97977	-46.85076	-5.04674	-5.42136	4.09552	-0.25910	2.63635	-6.16218	-3.33071	9.48044	-0.98980	1.55521
-8.78203	-32.82831	-2.68024	-6.15207	-0.83378	3.85259	4.67932	-1.50056	-6.75449	4.41548	2.21166	-1.19011
